video_name,video_format,resolution,bitrate,JOD_ref_compare,content_name,Type
0_Balance_Forest_HDR10_1280x720_2000k.mp4,HDR10,1280x720,2000,7.143184938484670,0_Balance_Forest,Open-source
0_Balance_Forest_HDR10_1280x720_4000k.mp4,HDR10,1280x720,4000,8.60474087430315,0_Balance_Forest,Open-source
0_Balance_Forest_HDR10_1920x1080_3000k.mp4,HDR10,1920x1080,3000,7.75978879846661,0_Balance_Forest,Open-source
0_Balance_Forest_HDR10_2560x1440_10000k.mp4,HDR10,2560x1440,10000,9.43713682908566,0_Balance_Forest,Open-source
0_Balance_Forest_HDR10_3840x2160_15000k.mp4,HDR10,3840x2160,15000,9.76796929933711,0_Balance_Forest,Open-source
0_Balance_Forest_HDR10_3840x2160_50000k.mp4,HDR10,3840x2160,50000,10.0,0_Balance_Forest,Open-source
0_Balance_Forest_HDR10_3840x2160_6000k.mp4,HDR10,3840x2160,6000,8.92402774281973,0_Balance_Forest,Open-source
0_Balance_Forest_HDR10_960x540_1500k.mp4,HDR10,960x540,1500,6.95466287109527,0_Balance_Forest,Open-source
0_Balance_Forest_HDR10_960x540_800k.mp4,HDR10,960x540,800,5.28604883702863,0_Balance_Forest,Open-source
0_Balance_Forest_SDR_1280x720_2000k.mp4,SDR,1280x720,2000,6.66305409161126,0_Balance_Forest,Open-source
0_Balance_Forest_SDR_1280x720_4000k.mp4,SDR,1280x720,4000,8.00647468517013,0_Balance_Forest,Open-source
0_Balance_Forest_SDR_1920x1080_3000k.mp4,SDR,1920x1080,3000,7.25218536174032,0_Balance_Forest,Open-source
0_Balance_Forest_SDR_2560x1440_10000k.mp4,SDR,2560x1440,10000,8.02618748876947,0_Balance_Forest,Open-source
0_Balance_Forest_SDR_3840x2160_15000k.mp4,SDR,3840x2160,15000,8.72804733551771,0_Balance_Forest,Open-source
0_Balance_Forest_SDR_3840x2160_50000k.mp4,SDR,3840x2160,50000,8.76490590567755,0_Balance_Forest,Open-source
0_Balance_Forest_SDR_3840x2160_6000k.mp4,SDR,3840x2160,6000,7.93250112692734,0_Balance_Forest,Open-source
0_Balance_Forest_SDR_960x540_1500k.mp4,SDR,960x540,1500,6.35743207774337,0_Balance_Forest,Open-source
0_Balance_Forest_SDR_960x540_800k.mp4,SDR,960x540,800,4.93256022915951,0_Balance_Forest,Open-source
1_Basketball_Afternoon_HDR10_1280x720_2000k.mp4,HDR10,1280x720,2000,6.948708510365310,1_Basketball_Afternoon,Open-source
1_Basketball_Afternoon_HDR10_1280x720_4000k.mp4,HDR10,1280x720,4000,7.63052967548221,1_Basketball_Afternoon,Open-source
1_Basketball_Afternoon_HDR10_1920x1080_3000k.mp4,HDR10,1920x1080,3000,8.46408778024141,1_Basketball_Afternoon,Open-source
1_Basketball_Afternoon_HDR10_2560x1440_10000k.mp4,HDR10,2560x1440,10000,9.2385257413712,1_Basketball_Afternoon,Open-source
1_Basketball_Afternoon_HDR10_3840x2160_15000k.mp4,HDR10,3840x2160,15000,9.62126862781339,1_Basketball_Afternoon,Open-source
1_Basketball_Afternoon_HDR10_3840x2160_50000k.mp4,HDR10,3840x2160,50000,10.0,1_Basketball_Afternoon,Open-source
1_Basketball_Afternoon_HDR10_3840x2160_6000k.mp4,HDR10,3840x2160,6000,9.17790041701532,1_Basketball_Afternoon,Open-source
1_Basketball_Afternoon_HDR10_960x540_1500k.mp4,HDR10,960x540,1500,6.67193979894358,1_Basketball_Afternoon,Open-source
1_Basketball_Afternoon_HDR10_960x540_800k.mp4,HDR10,960x540,800,5.33535547836167,1_Basketball_Afternoon,Open-source
1_Basketball_Afternoon_SDR_1280x720_2000k.mp4,SDR,1280x720,2000,7.41106376364238,1_Basketball_Afternoon,Open-source
1_Basketball_Afternoon_SDR_1280x720_4000k.mp4,SDR,1280x720,4000,8.45361606202415,1_Basketball_Afternoon,Open-source
1_Basketball_Afternoon_SDR_1920x1080_3000k.mp4,SDR,1920x1080,3000,8.31680032620596,1_Basketball_Afternoon,Open-source
1_Basketball_Afternoon_SDR_2560x1440_10000k.mp4,SDR,2560x1440,10000,9.33222832522779,1_Basketball_Afternoon,Open-source
1_Basketball_Afternoon_SDR_3840x2160_15000k.mp4,SDR,3840x2160,15000,10.31175031632150,1_Basketball_Afternoon,Open-source
1_Basketball_Afternoon_SDR_3840x2160_50000k.mp4,SDR,3840x2160,50000,9.70618314199282,1_Basketball_Afternoon,Open-source
1_Basketball_Afternoon_SDR_3840x2160_6000k.mp4,SDR,3840x2160,6000,9.42970869986937,1_Basketball_Afternoon,Open-source
1_Basketball_Afternoon_SDR_960x540_1500k.mp4,SDR,960x540,1500,6.52234925711575,1_Basketball_Afternoon,Open-source
1_Basketball_Afternoon_SDR_960x540_800k.mp4,SDR,960x540,800,4.86526543828087,1_Basketball_Afternoon,Open-source
10_Fountain_HDR10_1280x720_2000k.mp4,HDR10,1280x720,2000,6.9276670586437,10_Fountain,Open-source
10_Fountain_HDR10_1280x720_4000k.mp4,HDR10,1280x720,4000,7.65967843925569,10_Fountain,Open-source
10_Fountain_HDR10_1920x1080_3000k.mp4,HDR10,1920x1080,3000,7.2218655007048400,10_Fountain,Open-source
10_Fountain_HDR10_2560x1440_10000k.mp4,HDR10,2560x1440,10000,8.42539124790591,10_Fountain,Open-source
10_Fountain_HDR10_3840x2160_15000k.mp4,HDR10,3840x2160,15000,9.34072016726492,10_Fountain,Open-source
10_Fountain_HDR10_3840x2160_50000k.mp4,HDR10,3840x2160,50000,10.0,10_Fountain,Open-source
10_Fountain_HDR10_3840x2160_6000k.mp4,HDR10,3840x2160,6000,7.57997824131319,10_Fountain,Open-source
10_Fountain_HDR10_960x540_1500k.mp4,HDR10,960x540,1500,6.6308980577526,10_Fountain,Open-source
10_Fountain_HDR10_960x540_800k.mp4,HDR10,960x540,800,5.50106162256701,10_Fountain,Open-source
10_Fountain_SDR_1280x720_2000k.mp4,SDR,1280x720,2000,6.463288688761220,10_Fountain,Open-source
10_Fountain_SDR_1280x720_4000k.mp4,SDR,1280x720,4000,7.1880688217618,10_Fountain,Open-source
10_Fountain_SDR_1920x1080_3000k.mp4,SDR,1920x1080,3000,5.88968299524872,10_Fountain,Open-source
10_Fountain_SDR_2560x1440_10000k.mp4,SDR,2560x1440,10000,7.49801051227821,10_Fountain,Open-source
10_Fountain_SDR_3840x2160_15000k.mp4,SDR,3840x2160,15000,7.54144980287553,10_Fountain,Open-source
10_Fountain_SDR_3840x2160_50000k.mp4,SDR,3840x2160,50000,8.75265087391198,10_Fountain,Open-source
10_Fountain_SDR_3840x2160_6000k.mp4,SDR,3840x2160,6000,7.1517658277725400,10_Fountain,Open-source
10_Fountain_SDR_960x540_1500k.mp4,SDR,960x540,1500,6.180942670723620,10_Fountain,Open-source
10_Fountain_SDR_960x540_800k.mp4,SDR,960x540,800,4.83445359238536,10_Fountain,Open-source
11_Guitar_Handheld_HDR10_1280x720_2000k.mp4,HDR10,1280x720,2000,6.76842993591155,11_Guitar_Handheld,Open-source
11_Guitar_Handheld_HDR10_1280x720_4000k.mp4,HDR10,1280x720,4000,7.22567160462363,11_Guitar_Handheld,Open-source
11_Guitar_Handheld_HDR10_1920x1080_3000k.mp4,HDR10,1920x1080,3000,7.2997751396710000,11_Guitar_Handheld,Open-source
11_Guitar_Handheld_HDR10_2560x1440_10000k.mp4,HDR10,2560x1440,10000,8.72084363562142,11_Guitar_Handheld,Open-source
11_Guitar_Handheld_HDR10_3840x2160_15000k.mp4,HDR10,3840x2160,15000,8.35471533366804,11_Guitar_Handheld,Open-source
11_Guitar_Handheld_HDR10_3840x2160_50000k.mp4,HDR10,3840x2160,50000,10.0,11_Guitar_Handheld,Open-source
11_Guitar_Handheld_HDR10_3840x2160_6000k.mp4,HDR10,3840x2160,6000,8.00368207026586,11_Guitar_Handheld,Open-source
11_Guitar_Handheld_HDR10_960x540_1500k.mp4,HDR10,960x540,1500,6.719001217666510,11_Guitar_Handheld,Open-source
11_Guitar_Handheld_HDR10_960x540_800k.mp4,HDR10,960x540,800,5.53340474140673,11_Guitar_Handheld,Open-source
11_Guitar_Handheld_SDR_1280x720_2000k.mp4,SDR,1280x720,2000,6.46628890317784,11_Guitar_Handheld,Open-source
11_Guitar_Handheld_SDR_1280x720_4000k.mp4,SDR,1280x720,4000,6.71652937427973,11_Guitar_Handheld,Open-source
11_Guitar_Handheld_SDR_1920x1080_3000k.mp4,SDR,1920x1080,3000,7.47767982316792,11_Guitar_Handheld,Open-source
11_Guitar_Handheld_SDR_2560x1440_10000k.mp4,SDR,2560x1440,10000,6.92879359698111,11_Guitar_Handheld,Open-source
11_Guitar_Handheld_SDR_3840x2160_15000k.mp4,SDR,3840x2160,15000,8.13172531882622,11_Guitar_Handheld,Open-source
11_Guitar_Handheld_SDR_3840x2160_50000k.mp4,SDR,3840x2160,50000,7.71069910027284,11_Guitar_Handheld,Open-source
11_Guitar_Handheld_SDR_3840x2160_6000k.mp4,SDR,3840x2160,6000,7.53607462657261,11_Guitar_Handheld,Open-source
11_Guitar_Handheld_SDR_960x540_1500k.mp4,SDR,960x540,1500,5.503045620813810,11_Guitar_Handheld,Open-source
11_Guitar_Handheld_SDR_960x540_800k.mp4,SDR,960x540,800,5.24515926909878,11_Guitar_Handheld,Open-source
12_Guitar_Tripod_HDR10_1280x720_2000k.mp4,HDR10,1280x720,2000,7.78680821579315,12_Guitar_Tripod,Open-source
12_Guitar_Tripod_HDR10_1280x720_4000k.mp4,HDR10,1280x720,4000,8.427765576000090,12_Guitar_Tripod,Open-source
12_Guitar_Tripod_HDR10_1920x1080_3000k.mp4,HDR10,1920x1080,3000,8.84680071655543,12_Guitar_Tripod,Open-source
12_Guitar_Tripod_HDR10_2560x1440_10000k.mp4,HDR10,2560x1440,10000,9.72179999436828,12_Guitar_Tripod,Open-source
12_Guitar_Tripod_HDR10_3840x2160_15000k.mp4,HDR10,3840x2160,15000,9.87098841414555,12_Guitar_Tripod,Open-source
12_Guitar_Tripod_HDR10_3840x2160_50000k.mp4,HDR10,3840x2160,50000,10.0,12_Guitar_Tripod,Open-source
12_Guitar_Tripod_HDR10_3840x2160_6000k.mp4,HDR10,3840x2160,6000,9.37805834103913,12_Guitar_Tripod,Open-source
12_Guitar_Tripod_HDR10_960x540_1500k.mp4,HDR10,960x540,1500,7.00584790328842,12_Guitar_Tripod,Open-source
12_Guitar_Tripod_HDR10_960x540_800k.mp4,HDR10,960x540,800,6.5987360865120900,12_Guitar_Tripod,Open-source
12_Guitar_Tripod_SDR_1280x720_2000k.mp4,SDR,1280x720,2000,7.48599268610504,12_Guitar_Tripod,Open-source
12_Guitar_Tripod_SDR_1280x720_4000k.mp4,SDR,1280x720,4000,7.79670446973447,12_Guitar_Tripod,Open-source
12_Guitar_Tripod_SDR_1920x1080_3000k.mp4,SDR,1920x1080,3000,8.11799869213028,12_Guitar_Tripod,Open-source
12_Guitar_Tripod_SDR_2560x1440_10000k.mp4,SDR,2560x1440,10000,8.95602632767639,12_Guitar_Tripod,Open-source
12_Guitar_Tripod_SDR_3840x2160_15000k.mp4,SDR,3840x2160,15000,9.46804699002093,12_Guitar_Tripod,Open-source
12_Guitar_Tripod_SDR_3840x2160_50000k.mp4,SDR,3840x2160,50000,9.36595954048394,12_Guitar_Tripod,Open-source
12_Guitar_Tripod_SDR_3840x2160_6000k.mp4,SDR,3840x2160,6000,9.41151903426069,12_Guitar_Tripod,Open-source
12_Guitar_Tripod_SDR_960x540_1500k.mp4,SDR,960x540,1500,6.17551695955474,12_Guitar_Tripod,Open-source
12_Guitar_Tripod_SDR_960x540_800k.mp4,SDR,960x540,800,5.91393523802338,12_Guitar_Tripod,Open-source
13_Interview_HDR10_1280x720_2000k.mp4,HDR10,1280x720,2000,7.90310970477598,13_Interview,Open-source
13_Interview_HDR10_1280x720_4000k.mp4,HDR10,1280x720,4000,8.10358406340151,13_Interview,Open-source
13_Interview_HDR10_1920x1080_3000k.mp4,HDR10,1920x1080,3000,8.78683300623652,13_Interview,Open-source
13_Interview_HDR10_2560x1440_10000k.mp4,HDR10,2560x1440,10000,9.1575100862356,13_Interview,Open-source
13_Interview_HDR10_3840x2160_15000k.mp4,HDR10,3840x2160,15000,9.83120006344879,13_Interview,Open-source
13_Interview_HDR10_3840x2160_50000k.mp4,HDR10,3840x2160,50000,10.0,13_Interview,Open-source
13_Interview_HDR10_3840x2160_6000k.mp4,HDR10,3840x2160,6000,9.60015423041347,13_Interview,Open-source
13_Interview_HDR10_960x540_1500k.mp4,HDR10,960x540,1500,7.64859799188859,13_Interview,Open-source
13_Interview_HDR10_960x540_800k.mp4,HDR10,960x540,800,6.95919537294108,13_Interview,Open-source
13_Interview_SDR_1280x720_2000k.mp4,SDR,1280x720,2000,7.4828949090701600,13_Interview,Open-source
13_Interview_SDR_1280x720_4000k.mp4,SDR,1280x720,4000,7.66730269808548,13_Interview,Open-source
13_Interview_SDR_1920x1080_3000k.mp4,SDR,1920x1080,3000,8.51797494584557,13_Interview,Open-source
13_Interview_SDR_2560x1440_10000k.mp4,SDR,2560x1440,10000,8.40457935344335,13_Interview,Open-source
13_Interview_SDR_3840x2160_15000k.mp4,SDR,3840x2160,15000,8.71539590714038,13_Interview,Open-source
13_Interview_SDR_3840x2160_50000k.mp4,SDR,3840x2160,50000,8.4309204180361,13_Interview,Open-source
13_Interview_SDR_3840x2160_6000k.mp4,SDR,3840x2160,6000,8.52598780126638,13_Interview,Open-source
13_Interview_SDR_960x540_1500k.mp4,SDR,960x540,1500,7.46633776048479,13_Interview,Open-source
13_Interview_SDR_960x540_800k.mp4,SDR,960x540,800,6.68209703847457,13_Interview,Open-source
14_Knitting_Close_HDR10_1280x720_2000k.mp4,HDR10,1280x720,2000,8.27100595144835,14_Knitting_Close,Open-source
14_Knitting_Close_HDR10_1280x720_4000k.mp4,HDR10,1280x720,4000,9.39146163227015,14_Knitting_Close,Open-source
14_Knitting_Close_HDR10_1920x1080_3000k.mp4,HDR10,1920x1080,3000,9.32755609218472,14_Knitting_Close,Open-source
14_Knitting_Close_HDR10_2560x1440_10000k.mp4,HDR10,2560x1440,10000,9.9751672443299,14_Knitting_Close,Open-source
14_Knitting_Close_HDR10_3840x2160_15000k.mp4,HDR10,3840x2160,15000,10.48880067724850,14_Knitting_Close,Open-source
14_Knitting_Close_HDR10_3840x2160_50000k.mp4,HDR10,3840x2160,50000,10.0,14_Knitting_Close,Open-source
14_Knitting_Close_HDR10_3840x2160_6000k.mp4,HDR10,3840x2160,6000,9.21621069682767,14_Knitting_Close,Open-source
14_Knitting_Close_HDR10_960x540_1500k.mp4,HDR10,960x540,1500,7.7142826502588800,14_Knitting_Close,Open-source
14_Knitting_Close_HDR10_960x540_800k.mp4,HDR10,960x540,800,6.68074441166739,14_Knitting_Close,Open-source
14_Knitting_Close_SDR_1280x720_2000k.mp4,SDR,1280x720,2000,8.46891092507738,14_Knitting_Close,Open-source
14_Knitting_Close_SDR_1280x720_4000k.mp4,SDR,1280x720,4000,8.7512370410622,14_Knitting_Close,Open-source
14_Knitting_Close_SDR_1920x1080_3000k.mp4,SDR,1920x1080,3000,8.66367209779655,14_Knitting_Close,Open-source
14_Knitting_Close_SDR_2560x1440_10000k.mp4,SDR,2560x1440,10000,9.46488687562379,14_Knitting_Close,Open-source
14_Knitting_Close_SDR_3840x2160_15000k.mp4,SDR,3840x2160,15000,9.49852985091138,14_Knitting_Close,Open-source
14_Knitting_Close_SDR_3840x2160_50000k.mp4,SDR,3840x2160,50000,9.72343060749564,14_Knitting_Close,Open-source
14_Knitting_Close_SDR_3840x2160_6000k.mp4,SDR,3840x2160,6000,8.78501022418624,14_Knitting_Close,Open-source
14_Knitting_Close_SDR_960x540_1500k.mp4,SDR,960x540,1500,7.6551413980232100,14_Knitting_Close,Open-source
14_Knitting_Close_SDR_960x540_800k.mp4,SDR,960x540,800,6.58726184799862,14_Knitting_Close,Open-source
15_Knitting_Total_HDR10_1280x720_2000k.mp4,HDR10,1280x720,2000,7.8533813107615100,15_Knitting_Total,Open-source
15_Knitting_Total_HDR10_1280x720_4000k.mp4,HDR10,1280x720,4000,8.71993645472294,15_Knitting_Total,Open-source
15_Knitting_Total_HDR10_1920x1080_3000k.mp4,HDR10,1920x1080,3000,8.63081555141791,15_Knitting_Total,Open-source
15_Knitting_Total_HDR10_2560x1440_10000k.mp4,HDR10,2560x1440,10000,9.758832266004900,15_Knitting_Total,Open-source
15_Knitting_Total_HDR10_3840x2160_15000k.mp4,HDR10,3840x2160,15000,10.06633442681090,15_Knitting_Total,Open-source
15_Knitting_Total_HDR10_3840x2160_50000k.mp4,HDR10,3840x2160,50000,10.0,15_Knitting_Total,Open-source
15_Knitting_Total_HDR10_3840x2160_6000k.mp4,HDR10,3840x2160,6000,9.78216291327816,15_Knitting_Total,Open-source
15_Knitting_Total_HDR10_960x540_1500k.mp4,HDR10,960x540,1500,6.749206470755090,15_Knitting_Total,Open-source
15_Knitting_Total_HDR10_960x540_800k.mp4,HDR10,960x540,800,6.189008315352,15_Knitting_Total,Open-source
15_Knitting_Total_SDR_1280x720_2000k.mp4,SDR,1280x720,2000,7.69168263979488,15_Knitting_Total,Open-source
15_Knitting_Total_SDR_1280x720_4000k.mp4,SDR,1280x720,4000,8.11506156637421,15_Knitting_Total,Open-source
15_Knitting_Total_SDR_1920x1080_3000k.mp4,SDR,1920x1080,3000,8.11549693701415,15_Knitting_Total,Open-source
15_Knitting_Total_SDR_2560x1440_10000k.mp4,SDR,2560x1440,10000,8.85117943149777,15_Knitting_Total,Open-source
15_Knitting_Total_SDR_3840x2160_15000k.mp4,SDR,3840x2160,15000,9.590568065417300,15_Knitting_Total,Open-source
15_Knitting_Total_SDR_3840x2160_50000k.mp4,SDR,3840x2160,50000,9.39296059938675,15_Knitting_Total,Open-source
15_Knitting_Total_SDR_3840x2160_6000k.mp4,SDR,3840x2160,6000,9.544882827019530,15_Knitting_Total,Open-source
15_Knitting_Total_SDR_960x540_1500k.mp4,SDR,960x540,1500,6.79096042611409,15_Knitting_Total,Open-source
15_Knitting_Total_SDR_960x540_800k.mp4,SDR,960x540,800,5.70998366295454,15_Knitting_Total,Open-source
16_Night_Biking_HDR10_1280x720_2000k.mp4,HDR10,1280x720,2000,8.19844501970077,16_Night_Biking,Open-source
16_Night_Biking_HDR10_1280x720_4000k.mp4,HDR10,1280x720,4000,9.025133841473070,16_Night_Biking,Open-source
16_Night_Biking_HDR10_1920x1080_3000k.mp4,HDR10,1920x1080,3000,9.29943818474959,16_Night_Biking,Open-source
16_Night_Biking_HDR10_2560x1440_10000k.mp4,HDR10,2560x1440,10000,10.345139965080700,16_Night_Biking,Open-source
16_Night_Biking_HDR10_3840x2160_15000k.mp4,HDR10,3840x2160,15000,10.75423267346330,16_Night_Biking,Open-source
16_Night_Biking_HDR10_3840x2160_50000k.mp4,HDR10,3840x2160,50000,10.0,16_Night_Biking,Open-source
16_Night_Biking_HDR10_3840x2160_6000k.mp4,HDR10,3840x2160,6000,10.296491296187800,16_Night_Biking,Open-source
16_Night_Biking_HDR10_960x540_1500k.mp4,HDR10,960x540,1500,7.80932628832035,16_Night_Biking,Open-source
16_Night_Biking_HDR10_960x540_800k.mp4,HDR10,960x540,800,7.48566221794071,16_Night_Biking,Open-source
16_Night_Biking_SDR_1280x720_2000k.mp4,SDR,1280x720,2000,8.34506670607734,16_Night_Biking,Open-source
16_Night_Biking_SDR_1280x720_4000k.mp4,SDR,1280x720,4000,8.96754855083621,16_Night_Biking,Open-source
16_Night_Biking_SDR_1920x1080_3000k.mp4,SDR,1920x1080,3000,9.62515941708321,16_Night_Biking,Open-source
16_Night_Biking_SDR_2560x1440_10000k.mp4,SDR,2560x1440,10000,9.98611131999882,16_Night_Biking,Open-source
16_Night_Biking_SDR_3840x2160_15000k.mp4,SDR,3840x2160,15000,10.215422455348100,16_Night_Biking,Open-source
16_Night_Biking_SDR_3840x2160_50000k.mp4,SDR,3840x2160,50000,10.62784634353000,16_Night_Biking,Open-source
16_Night_Biking_SDR_3840x2160_6000k.mp4,SDR,3840x2160,6000,9.93372449235348,16_Night_Biking,Open-source
16_Night_Biking_SDR_960x540_1500k.mp4,SDR,960x540,1500,7.70404580999587,16_Night_Biking,Open-source
16_Night_Biking_SDR_960x540_800k.mp4,SDR,960x540,800,7.08347624484725,16_Night_Biking,Open-source
17_Onion_1_HDR10_1280x720_2000k.mp4,HDR10,1280x720,2000,7.270210210804500,17_Onion_1,Open-source
17_Onion_1_HDR10_1280x720_4000k.mp4,HDR10,1280x720,4000,8.61237113845855,17_Onion_1,Open-source
17_Onion_1_HDR10_1920x1080_3000k.mp4,HDR10,1920x1080,3000,8.25782807189324,17_Onion_1,Open-source
17_Onion_1_HDR10_2560x1440_10000k.mp4,HDR10,2560x1440,10000,10.066581990842900,17_Onion_1,Open-source
17_Onion_1_HDR10_3840x2160_15000k.mp4,HDR10,3840x2160,15000,10.61340515701730,17_Onion_1,Open-source
17_Onion_1_HDR10_3840x2160_50000k.mp4,HDR10,3840x2160,50000,10.0,17_Onion_1,Open-source
17_Onion_1_HDR10_3840x2160_6000k.mp4,HDR10,3840x2160,6000,8.38348315442564,17_Onion_1,Open-source
17_Onion_1_HDR10_960x540_1500k.mp4,HDR10,960x540,1500,7.24109079197296,17_Onion_1,Open-source
17_Onion_1_HDR10_960x540_800k.mp4,HDR10,960x540,800,6.06390324824022,17_Onion_1,Open-source
17_Onion_1_SDR_1280x720_2000k.mp4,SDR,1280x720,2000,6.53928708763655,17_Onion_1,Open-source
17_Onion_1_SDR_1280x720_4000k.mp4,SDR,1280x720,4000,7.72137939019367,17_Onion_1,Open-source
